symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SPY,2025-06-13 17:22:00+00:00,600.33,600.33,600.045,600.055,1459.0,23.0,600.241751
SPY,2025-06-13 17:23:00+00:00,599.97,600.04,599.86,599.98,3133.0,34.0,599.929503
SPY,2025-06-13 17:24:00+00:00,599.97,600.245,599.97,600.11,7988.0,29.0,600.129156
SPY,2025-06-13 17:25:00+00:00,600.15,600.175,600.065,600.065,3308.0,22.0,600.137331
SPY,2025-06-13 17:26:00+00:00,600.11,600.11,599.94,600.05,2186.0,17.0,600.06739
SPY,2025-06-13 17:27:00+00:00,600.0,600.04,599.905,599.93,791.0,14.0,599.974478
SPY,2025-06-13 17:28:00+00:00,599.87,599.87,599.77,599.81,740.0,15.0,599.806
SPY,2025-06-13 17:29:00+00:00,599.66,599.69,599.56,599.56,1581.0,37.0,599.643089
SPY,2025-06-13 17:30:00+00:00,599.5,599.7,599.5,599.68,1774.0,41.0,599.649783
SPY,2025-06-13 17:31:00+00:00,599.67,599.88,599.67,599.88,2086.0,40.0,599.791793
SPY,2025-06-13 17:32:00+00:00,599.93,599.93,599.81,599.81,1846.0,26.0,599.843333
SPY,2025-06-13 17:33:00+00:00,599.99,600.07,599.96,599.99,1210.0,27.0,600.01375
SPY,2025-06-13 17:34:00+00:00,599.95,599.95,599.53,599.53,2030.0,33.0,599.669211
SPY,2025-06-13 17:35:00+00:00,599.51,599.64,599.5,599.6,3332.0,57.0,599.563613
SPY,2025-06-13 17:36:00+00:00,599.57,599.71,599.54,599.68,2039.0,38.0,599.610714
SPY,2025-06-13 17:37:00+00:00,599.675,599.68,599.445,599.535,2181.0,33.0,599.59125
SPY,2025-06-13 17:38:00+00:00,599.575,599.61,599.35,599.35,1157.0,19.0,599.518768
SPY,2025-06-13 17:39:00+00:00,599.335,599.45,599.335,599.45,604.0,12.0,599.404
SPY,2025-06-13 17:40:00+00:00,599.57,599.57,599.555,599.555,1367.0,21.0,599.565909
SPY,2025-06-13 17:41:00+00:00,599.48,599.54,599.48,599.5,719.0,13.0,599.508333
SPY,2025-06-13 17:42:00+00:00,599.57,599.75,599.57,599.69,1460.0,29.0,599.629242
SPY,2025-06-13 17:43:00+00:00,599.45,599.67,599.45,599.49,3137.0,53.0,599.56608
SPY,2025-06-13 17:44:00+00:00,599.3,599.44,598.96,599.44,5296.0,64.0,599.166122
SPY,2025-06-13 17:45:00+00:00,599.44,599.68,599.4,599.54,2682.0,37.0,599.541429
SPY,2025-06-13 17:46:00+00:00,599.55,599.55,599.37,599.45,2018.0,37.0,599.449641
SPY,2025-06-13 17:47:00+00:00,599.45,599.51,599.34,599.36,2168.0,30.0,599.393158
SPY,2025-06-13 17:48:00+00:00,599.37,599.415,599.34,599.345,3603.0,27.0,599.382204
SPY,2025-06-13 17:49:00+00:00,599.3,599.31,599.25,599.3,2168.0,26.0,599.286985
SPY,2025-06-13 17:50:00+00:00,599.33,599.73,599.3,599.71,2483.0,42.0,599.4865
SPY,2025-06-13 17:51:00+00:00,599.77,600.06,599.76,599.935,4224.0,66.0,599.925014
SPY,2025-06-13 17:52:00+00:00,600.0,600.15,599.985,600.06,1570.0,31.0,600.057143
SPY,2025-06-13 17:53:00+00:00,600.05,600.1,600.01,600.03,3375.0,46.0,600.035537
SPY,2025-06-13 17:54:00+00:00,600.035,600.035,599.905,599.99,1280.0,32.0,599.972857
SPY,2025-06-13 17:55:00+00:00,599.94,599.94,599.71,599.77,2872.0,51.0,599.797857
SPY,2025-06-13 17:56:00+00:00,599.77,599.9,599.77,599.8,1536.0,31.0,599.834
SPY,2025-06-13 17:57:00+00:00,599.8,599.91,599.73,599.79,3158.0,47.0,599.808591
SPY,2025-06-13 17:58:00+00:00,599.7,599.89,599.7,599.89,1221.0,28.0,599.828149
SPY,2025-06-13 17:59:00+00:00,599.84,599.84,599.78,599.8,964.0,25.0,599.81
SPY,2025-06-13 18:00:00+00:00,599.8,600.2,599.7,600.15,3422.0,33.0,600.008896
SPY,2025-06-13 18:01:00+00:00,600.14,600.25,600.085,600.19,2051.0,31.0,600.151765
SPY,2025-06-13 18:02:00+00:00,600.185,600.205,600.06,600.06,1223.0,21.0,600.140625
SPY,2025-06-13 18:03:00+00:00,600.15,600.15,599.59,599.59,3059.0,49.0,599.756573
SPY,2025-06-13 18:04:00+00:00,599.34,599.35,598.92,599.11,5601.0,68.0,599.166121
SPY,2025-06-13 18:05:00+00:00,599.49,599.65,599.18,599.18,2749.0,42.0,599.52734
SPY,2025-06-13 18:06:00+00:00,599.03,599.03,598.92,598.92,1230.0,23.0,598.96784
SPY,2025-06-13 18:07:00+00:00,598.98,598.98,598.69,598.74,1820.0,25.0,598.818438
SPY,2025-06-13 18:08:00+00:00,598.89,598.89,598.68,598.68,1504.0,19.0,598.810357
SPY,2025-06-13 18:09:00+00:00,598.76,598.92,598.725,598.85,1532.0,30.0,598.805909
SPY,2025-06-13 18:10:00+00:00,598.83,598.83,598.76,598.79,1398.0,23.0,598.7835
SPY,2025-06-13 18:11:00+00:00,598.675,598.89,598.595,598.89,2885.0,33.0,598.750984
SPY,2025-06-13 18:12:00+00:00,598.88,599.14,598.88,599.07,1241.0,23.0,599.047143
SPY,2025-06-13 18:13:00+00:00,598.98,599.01,598.93,598.97,1068.0,21.0,598.99
SPY,2025-06-13 18:14:00+00:00,598.96,598.96,598.62,598.62,5989.0,53.0,598.729177
SPY,2025-06-13 18:15:00+00:00,598.61,598.62,597.9,598.28,3161.0,68.0,598.275
SPY,2025-06-13 18:16:00+00:00,598.24,598.25,598.08,598.08,1959.0,26.0,598.176667
SPY,2025-06-13 18:17:00+00:00,598.07,598.39,598.06,598.385,2806.0,40.0,598.22929
SPY,2025-06-13 18:18:00+00:00,598.165,598.32,598.01,598.29,1673.0,27.0,598.122333
SPY,2025-06-13 18:19:00+00:00,598.43,598.59,598.43,598.555,5801.0,45.0,598.499861
SPY,2025-06-13 18:20:00+00:00,598.58,598.685,598.365,598.38,3509.0,34.0,598.611517
SPY,2025-06-13 18:21:00+00:00,598.37,598.37,598.05,598.09,2177.0,30.0,598.162835
SPY,2025-06-13 18:22:00+00:00,598.02,598.04,597.905,597.93,10185.0,69.0,597.937378
SPY,2025-06-13 18:23:00+00:00,598.0,598.34,598.0,598.25,3537.0,53.0,598.175814
SPY,2025-06-13 18:24:00+00:00,598.2,598.2,598.16,598.16,736.0,14.0,598.182
SPY,2025-06-13 18:25:00+00:00,598.08,598.2,598.05,598.2,973.0,21.0,598.106667
SPY,2025-06-13 18:26:00+00:00,598.15,598.15,597.68,597.75,1644.0,23.0,597.841471
SPY,2025-06-13 18:27:00+00:00,597.74,597.74,597.18,597.29,2232.0,29.0,597.418973
SPY,2025-06-13 18:28:00+00:00,597.33,597.33,597.15,597.15,3248.0,25.0,597.247563
SPY,2025-06-13 18:29:00+00:00,597.245,597.245,597.03,597.18,1777.0,32.0,597.127857
SPY,2025-06-13 18:30:00+00:00,597.04,597.29,597.0,597.09,2801.0,41.0,597.111277
SPY,2025-06-13 18:31:00+00:00,597.09,597.14,596.815,596.92,6591.0,60.0,596.944224
SPY,2025-06-13 18:32:00+00:00,596.92,596.945,596.145,596.24,5308.0,57.0,596.534764
SPY,2025-06-13 18:33:00+00:00,596.16,596.56,596.11,596.16,5425.0,75.0,596.356124
SPY,2025-06-13 18:34:00+00:00,596.17,596.69,596.05,596.53,3106.0,52.0,596.484614
SPY,2025-06-13 18:35:00+00:00,596.45,596.69,596.31,596.31,3294.0,49.0,596.528433
SPY,2025-06-13 18:36:00+00:00,596.35,596.35,595.93,595.94,5159.0,40.0,596.020938
SPY,2025-06-13 18:37:00+00:00,596.05,596.31,595.99,596.06,9205.0,62.0,596.097478
SPY,2025-06-13 18:38:00+00:00,595.91,595.98,595.63,595.89,4243.0,63.0,595.781774
SPY,2025-06-13 18:39:00+00:00,596.0,596.1,595.88,596.02,2425.0,44.0,596.031658
SPY,2025-06-13 18:40:00+00:00,595.93,596.24,595.69,596.22,3295.0,67.0,595.941683
SPY,2025-06-13 18:41:00+00:00,596.31,596.57,596.07,596.07,2880.0,44.0,596.339368
SPY,2025-06-13 18:42:00+00:00,595.995,596.35,595.995,596.23,1139.0,16.0,596.130359
SPY,2025-06-13 18:43:00+00:00,596.24,596.24,595.96,596.19,3965.0,41.0,596.142909
SPY,2025-06-13 18:44:00+00:00,596.06,596.28,596.01,596.205,1304.0,30.0,596.175
SPY,2025-06-13 18:45:00+00:00,596.45,596.84,596.42,596.66,2953.0,53.0,596.663601
SPY,2025-06-13 18:46:00+00:00,596.71,596.81,596.66,596.8,3234.0,39.0,596.763739
SPY,2025-06-13 18:47:00+00:00,596.85,596.86,596.29,596.39,3598.0,73.0,596.537734
SPY,2025-06-13 18:48:00+00:00,596.47,596.5,596.17,596.17,1967.0,26.0,596.367647
SPY,2025-06-13 18:49:00+00:00,596.16,596.16,596.1,596.14,2863.0,37.0,596.1475
SPY,2025-06-13 18:50:00+00:00,596.165,596.4,596.165,596.175,2591.0,39.0,596.277448
SPY,2025-06-13 18:51:00+00:00,596.14,596.71,596.14,596.63,950.0,16.0,596.398571
SPY,2025-06-13 18:52:00+00:00,596.52,596.72,596.485,596.605,9349.0,72.0,596.59084
SPY,2025-06-13 18:53:00+00:00,596.58,596.73,596.49,596.73,3936.0,48.0,596.584863
SPY,2025-06-13 18:54:00+00:00,596.75,597.13,596.72,597.13,1925.0,36.0,596.960385
SPY,2025-06-13 18:55:00+00:00,597.17,597.325,596.82,596.82,3466.0,50.0,597.203704
SPY,2025-06-13 18:56:00+00:00,596.86,597.06,596.73,597.06,1820.0,29.0,596.937008
SPY,2025-06-13 18:57:00+00:00,597.03,597.03,596.62,596.62,1598.0,29.0,596.7972
SPY,2025-06-13 18:58:00+00:00,596.705,596.81,596.67,596.69,1658.0,20.0,596.712369
SPY,2025-06-13 18:59:00+00:00,596.74,597.23,596.73,597.23,1724.0,35.0,596.890502
SPY,2025-06-13 19:00:00+00:00,597.2,597.26,596.93,596.93,3711.0,39.0,597.158449
SPY,2025-06-13 19:01:00+00:00,596.91,596.97,596.6,596.6,1600.0,25.0,596.722365
SPY,2025-06-13 19:02:00+00:00,596.41,596.58,596.31,596.37,4269.0,53.0,596.402778
SPY,2025-06-13 19:03:00+00:00,596.46,597.06,596.46,596.98,2953.0,33.0,596.846382
SPY,2025-06-13 19:04:00+00:00,597.05,597.05,596.98,596.98,684.0,19.0,597.016667
SPY,2025-06-13 19:05:00+00:00,596.84,596.84,596.68,596.82,1526.0,25.0,596.771667
SPY,2025-06-13 19:06:00+00:00,596.69,596.86,596.69,596.74,822.0,24.0,596.748571
SPY,2025-06-13 19:07:00+00:00,596.82,597.22,596.82,597.17,2219.0,32.0,597.106983
SPY,2025-06-13 19:08:00+00:00,597.17,597.26,597.14,597.23,918.0,15.0,597.20254
SPY,2025-06-13 19:09:00+00:00,597.2,597.61,597.18,597.56,4588.0,38.0,597.464947
SPY,2025-06-13 19:10:00+00:00,597.46,597.46,597.25,597.3,6516.0,48.0,597.352432
SPY,2025-06-13 19:11:00+00:00,597.18,597.23,597.0,597.0,1235.0,17.0,597.0705
SPY,2025-06-13 19:12:00+00:00,597.02,597.15,596.95,597.14,969.0,17.0,597.036787
SPY,2025-06-13 19:13:00+00:00,597.12,597.305,597.01,597.26,2699.0,49.0,597.141201
SPY,2025-06-13 19:14:00+00:00,597.3,597.58,597.17,597.4,1596.0,26.0,597.386804
SPY,2025-06-13 19:15:00+00:00,597.55,597.55,597.17,597.33,1557.0,31.0,597.4055
SPY,2025-06-13 19:16:00+00:00,597.39,597.39,597.255,597.32,1440.0,16.0,597.299952
SPY,2025-06-13 19:17:00+00:00,597.34,597.36,597.065,597.08,3950.0,51.0,597.189739
SPY,2025-06-13 19:18:00+00:00,597.07,597.27,597.05,597.05,6539.0,60.0,597.177067
SPY,2025-06-13 19:19:00+00:00,597.02,597.02,596.845,597.01,1511.0,35.0,596.927088
SPY,2025-06-13 19:20:00+00:00,596.99,597.34,596.99,597.23,5757.0,79.0,597.179102
SPY,2025-06-13 19:21:00+00:00,597.355,597.4,596.93,596.93,2856.0,41.0,597.202173
SPY,2025-06-13 19:22:00+00:00,596.92,597.0,596.6,596.735,3037.0,33.0,596.761508
SPY,2025-06-13 19:23:00+00:00,596.69,596.71,596.57,596.57,5446.0,50.0,596.642699
SPY,2025-06-13 19:24:00+00:00,596.59,596.725,596.44,596.45,8144.0,88.0,596.583436
SPY,2025-06-13 19:25:00+00:00,596.57,596.57,596.225,596.31,4913.0,49.0,596.376228
SPY,2025-06-13 19:26:00+00:00,596.34,596.34,596.2,596.26,2665.0,39.0,596.2615
SPY,2025-06-13 19:27:00+00:00,596.24,596.24,596.06,596.14,3491.0,52.0,596.126722
SPY,2025-06-13 19:28:00+00:00,596.26,596.45,596.26,596.36,2654.0,38.0,596.338978
SPY,2025-06-13 19:29:00+00:00,596.37,596.4,596.24,596.28,2335.0,33.0,596.345046
SPY,2025-06-13 19:30:00+00:00,596.39,596.73,596.36,596.645,5938.0,54.0,596.563568
SPY,2025-06-13 19:31:00+00:00,596.72,596.85,596.58,596.7,3239.0,33.0,596.714651
SPY,2025-06-13 19:32:00+00:00,596.705,596.71,596.37,596.38,9328.0,81.0,596.601181
SPY,2025-06-13 19:33:00+00:00,596.35,596.47,595.99,596.035,6461.0,64.0,596.224082
SPY,2025-06-13 19:34:00+00:00,596.03,596.21,595.935,596.19,2539.0,37.0,596.057729
SPY,2025-06-13 19:35:00+00:00,596.16,596.52,596.14,596.34,2566.0,33.0,596.32814
SPY,2025-06-13 19:36:00+00:00,596.42,596.87,596.32,596.83,3679.0,49.0,596.635775
SPY,2025-06-13 19:37:00+00:00,596.91,597.17,596.91,597.15,2836.0,34.0,597.064123
SPY,2025-06-13 19:38:00+00:00,597.16,597.16,597.02,597.02,2699.0,24.0,597.084617
SPY,2025-06-13 19:39:00+00:00,596.925,596.935,596.75,596.78,4244.0,20.0,596.875584
SPY,2025-06-13 19:40:00+00:00,596.585,596.96,596.585,596.96,3185.0,22.0,596.832261
SPY,2025-06-13 19:41:00+00:00,596.985,597.1,596.72,596.72,1669.0,20.0,596.971429
SPY,2025-06-13 19:42:00+00:00,596.79,596.79,596.36,596.36,3228.0,30.0,596.45098
SPY,2025-06-13 19:43:00+00:00,596.28,596.34,596.16,596.21,2518.0,40.0,596.251945
SPY,2025-06-13 19:44:00+00:00,596.19,596.19,596.09,596.155,1455.0,20.0,596.152273
SPY,2025-06-13 19:45:00+00:00,596.145,596.145,595.63,595.75,3000.0,41.0,595.828941
SPY,2025-06-13 19:46:00+00:00,595.62,595.93,595.52,595.895,5820.0,55.0,595.76879
SPY,2025-06-13 19:47:00+00:00,595.93,596.15,595.77,595.94,4112.0,47.0,595.973605
SPY,2025-06-13 19:48:00+00:00,595.97,596.53,595.9,596.525,4770.0,58.0,596.219144
SPY,2025-06-13 19:49:00+00:00,596.69,596.83,596.39,596.415,5726.0,78.0,596.57408
SPY,2025-06-13 19:50:00+00:00,596.47,596.72,596.385,596.385,3979.0,64.0,596.557309
SPY,2025-06-13 19:51:00+00:00,596.365,596.58,596.21,596.21,5760.0,65.0,596.439234
SPY,2025-06-13 19:52:00+00:00,596.39,596.43,596.05,596.06,3147.0,47.0,596.250667
SPY,2025-06-13 19:53:00+00:00,596.085,596.135,595.81,595.81,11770.0,78.0,596.016514
SPY,2025-06-13 19:54:00+00:00,595.87,596.06,595.795,595.93,8235.0,66.0,595.926714
SPY,2025-06-13 19:55:00+00:00,595.93,596.325,595.87,595.965,8392.0,87.0,596.131062
SPY,2025-06-13 19:56:00+00:00,596.245,596.405,596.18,596.18,8371.0,104.0,596.302838
SPY,2025-06-13 19:57:00+00:00,596.17,596.27,596.035,596.08,10081.0,116.0,596.132312
SPY,2025-06-13 19:58:00+00:00,596.14,596.32,596.025,596.32,14032.0,132.0,596.201501
SPY,2025-06-13 19:59:00+00:00,596.25,596.85,596.16,596.78,15677.0,139.0,596.423206
SPY,2025-06-13 20:20:00+00:00,597.43,597.43,597.4,597.4,8864.0,12.0,597.420916
SPY,2025-06-13 20:28:00+00:00,597.0,597.0,597.0,597.0,123.0,2.0,597.0
SPY,2025-06-16 12:06:00+00:00,600.64,600.64,600.64,600.64,240.0,3.0,600.64
SPY,2025-06-16 12:35:00+00:00,600.97,600.97,600.97,600.97,100.0,1.0,600.97
SPY,2025-06-16 13:01:00+00:00,600.82,600.82,600.82,600.82,100.0,1.0,600.82
SPY,2025-06-16 13:30:00+00:00,600.43,600.91,600.24,600.9,8650.0,128.0,600.567443
SPY,2025-06-16 13:31:00+00:00,600.95,601.26,600.95,601.14,7794.0,93.0,601.180151
SPY,2025-06-16 13:32:00+00:00,601.14,601.41,601.14,601.21,9322.0,93.0,601.233956
SPY,2025-06-16 13:33:00+00:00,601.24,601.45,601.22,601.45,5859.0,71.0,601.340164
SPY,2025-06-16 13:34:00+00:00,601.47,601.53,601.39,601.525,6326.0,66.0,601.460953
SPY,2025-06-16 13:35:00+00:00,601.53,601.53,601.235,601.385,6347.0,62.0,601.382621
SPY,2025-06-16 13:36:00+00:00,601.39,601.39,601.13,601.33,6688.0,49.0,601.252619
SPY,2025-06-16 13:37:00+00:00,601.34,601.57,601.34,601.42,5623.0,53.0,601.47435
SPY,2025-06-16 13:38:00+00:00,601.48,601.58,601.43,601.51,2592.0,39.0,601.482151
SPY,2025-06-16 13:39:00+00:00,601.51,601.64,601.32,601.61,2324.0,45.0,601.52367
SPY,2025-06-16 13:40:00+00:00,601.51,601.56,601.44,601.48,3541.0,54.0,601.499349
SPY,2025-06-16 13:41:00+00:00,601.55,601.67,601.43,601.54,3453.0,51.0,601.540517
SPY,2025-06-16 13:42:00+00:00,601.53,601.54,601.395,601.395,2191.0,43.0,601.461713
SPY,2025-06-16 13:43:00+00:00,601.33,601.455,601.32,601.45,2665.0,62.0,601.389843
SPY,2025-06-16 13:44:00+00:00,601.52,601.63,601.32,601.32,3138.0,42.0,601.491692
SPY,2025-06-16 13:45:00+00:00,601.5,601.79,601.48,601.75,5508.0,87.0,601.706905
SPY,2025-06-16 13:46:00+00:00,601.76,601.815,601.61,601.61,1881.0,36.0,601.729846
SPY,2025-06-16 13:47:00+00:00,601.63,601.63,601.29,601.29,2938.0,49.0,601.399167
SPY,2025-06-16 13:48:00+00:00,601.33,601.56,601.33,601.53,1161.0,28.0,601.478889
SPY,2025-06-16 13:49:00+00:00,601.565,602.33,601.565,602.14,10699.0,111.0,602.061562
SPY,2025-06-16 13:50:00+00:00,602.14,602.175,602.03,602.08,16077.0,101.0,602.106581
SPY,2025-06-16 13:51:00+00:00,602.13,602.13,601.92,601.94,1274.0,35.0,602.001429
SPY,2025-06-16 13:52:00+00:00,601.94,602.37,601.94,602.34,7140.0,56.0,602.089478
SPY,2025-06-16 13:53:00+00:00,602.355,602.89,602.275,602.865,7762.0,122.0,602.66487
SPY,2025-06-16 13:54:00+00:00,602.96,603.15,602.66,602.78,14246.0,147.0,602.832846
SPY,2025-06-16 13:55:00+00:00,602.79,603.19,602.67,603.15,3596.0,62.0,602.943392
SPY,2025-06-16 13:56:00+00:00,603.2,603.39,603.15,603.315,9310.0,114.0,603.282052
SPY,2025-06-16 13:57:00+00:00,603.3,603.37,603.13,603.145,7810.0,119.0,603.268912
SPY,2025-06-16 13:58:00+00:00,603.21,603.225,602.825,602.86,5766.0,71.0,602.989354
SPY,2025-06-16 13:59:00+00:00,602.995,603.06,602.98,603.02,2708.0,45.0,603.007994
SPY,2025-06-16 14:00:00+00:00,603.06,603.6,603.05,603.295,4967.0,62.0,603.389252
SPY,2025-06-16 14:01:00+00:00,603.365,603.48,603.365,603.39,5405.0,81.0,603.40982
SPY,2025-06-16 14:02:00+00:00,603.46,603.47,603.35,603.43,4871.0,63.0,603.384738
SPY,2025-06-16 14:03:00+00:00,603.4,603.4,603.27,603.32,6055.0,84.0,603.335639
SPY,2025-06-16 14:04:00+00:00,603.32,603.38,603.3,603.38,2412.0,44.0,603.340517
SPY,2025-06-16 14:05:00+00:00,603.48,603.6,603.44,603.465,3459.0,36.0,603.494278
SPY,2025-06-16 14:06:00+00:00,603.6,603.6,603.11,603.21,3489.0,38.0,603.378624
SPY,2025-06-16 14:07:00+00:00,603.35,603.405,603.33,603.35,3149.0,29.0,603.366852
SPY,2025-06-16 14:08:00+00:00,603.265,603.265,602.99,603.05,5166.0,65.0,603.194916
SPY,2025-06-16 14:09:00+00:00,603.09,603.18,603.0,603.01,3005.0,40.0,603.085587
SPY,2025-06-16 14:10:00+00:00,603.04,603.18,603.04,603.13,6260.0,37.0,603.137273
SPY,2025-06-16 14:11:00+00:00,603.16,603.265,603.04,603.265,1941.0,28.0,603.149456
SPY,2025-06-16 14:12:00+00:00,603.29,603.61,603.29,603.6,3310.0,32.0,603.487188
SPY,2025-06-16 14:13:00+00:00,603.59,603.66,603.45,603.55,2326.0,23.0,603.555517
SPY,2025-06-16 14:14:00+00:00,603.61,603.69,603.6,603.68,4169.0,30.0,603.649055
SPY,2025-06-16 14:15:00+00:00,603.555,603.66,603.51,603.605,5236.0,56.0,603.619232
SPY,2025-06-16 14:16:00+00:00,603.6,603.615,603.505,603.52,5305.0,47.0,603.557454
SPY,2025-06-16 14:17:00+00:00,603.605,603.7,603.605,603.625,2443.0,23.0,603.641012
SPY,2025-06-16 14:18:00+00:00,603.75,604.0,603.72,604.0,4253.0,62.0,603.76813
SPY,2025-06-16 14:19:00+00:00,603.96,603.99,603.89,603.96,3054.0,37.0,603.956604
SPY,2025-06-16 14:20:00+00:00,603.94,603.995,603.92,603.93,3226.0,37.0,603.968413
SPY,2025-06-16 14:21:00+00:00,603.945,604.01,603.945,604.01,2075.0,25.0,603.989308
SPY,2025-06-16 14:22:00+00:00,604.07,604.08,603.92,603.92,2661.0,30.0,604.033313
SPY,2025-06-16 14:23:00+00:00,603.93,603.93,603.79,603.81,5459.0,45.0,603.842571
SPY,2025-06-16 14:24:00+00:00,603.93,604.05,603.93,603.96,2334.0,33.0,603.998889
SPY,2025-06-16 14:25:00+00:00,603.99,603.99,603.81,603.89,2608.0,30.0,603.883902
SPY,2025-06-16 14:26:00+00:00,603.85,603.98,603.8,603.98,1824.0,30.0,603.895938
SPY,2025-06-16 14:27:00+00:00,603.97,604.0,603.88,603.955,2630.0,31.0,603.93242
SPY,2025-06-16 14:28:00+00:00,604.035,604.15,604.035,604.13,4930.0,41.0,604.10137
SPY,2025-06-16 14:29:00+00:00,604.13,604.155,604.02,604.02,4492.0,36.0,604.123875
SPY,2025-06-16 14:30:00+00:00,604.08,604.19,604.08,604.14,2302.0,32.0,604.135272
SPY,2025-06-16 14:31:00+00:00,604.15,604.15,604.1,604.11,1424.0,15.0,604.115085
SPY,2025-06-16 14:32:00+00:00,604.11,604.34,604.11,604.29,2942.0,35.0,604.256429
SPY,2025-06-16 14:33:00+00:00,604.33,604.45,604.25,604.26,3984.0,38.0,604.316486
SPY,2025-06-16 14:34:00+00:00,604.28,604.375,604.26,604.27,3115.0,39.0,604.319022
SPY,2025-06-16 14:35:00+00:00,604.345,604.36,604.19,604.275,2752.0,34.0,604.289849
SPY,2025-06-16 14:36:00+00:00,604.315,604.38,603.96,603.96,11027.0,80.0,604.109969
SPY,2025-06-16 14:37:00+00:00,604.21,604.21,603.85,603.905,3968.0,46.0,603.949175
SPY,2025-06-16 14:38:00+00:00,603.95,603.98,603.82,603.84,699.0,12.0,603.903333
SPY,2025-06-16 14:39:00+00:00,603.92,604.0,603.92,604.0,1296.0,23.0,603.972528
SPY,2025-06-16 14:40:00+00:00,604.01,604.02,603.78,603.78,2328.0,32.0,603.876389
SPY,2025-06-16 14:41:00+00:00,603.81,603.84,603.72,603.8,1646.0,18.0,603.8
